step_id,step_name,project_id,slide_id,pass,step_seconds,blocker_tag,pptx_edit_verified,notes,evidence_path,blocker_level
E0,浏览20页并选最差页,,,,,,,,
E1,选中单个元素,,,,,,,,
E2,移动或缩放,,,,,,,,
E3,换图或改文字,,,,,,,,
E4,Undo,,,,,,,,
E5,导出PPTX并在PowerPoint继续编辑,,,,,,,,
